Athens,33.94621,-83.4282
Atlanta,33.79666,-84.2058
Augusta,33.5137,-82.0933
Washington,33.74,-82.74
Brunswick,31.17123,-81.3812
Camden,30.76,-81.58
Carrollton,33.57982,-85.0989
Douglasville,33.75,-84.75
Cherokee,34.11398,-84.4663
Jasper,34.46692,-84.423
